beneficiary_id,beneficiary_name,age,gender,occupation,bpl_status,program_id,program_name,category,state,district,enrollment_date,enrollment_status,outcome_achieved,source,age_group,is_completed,is_bpl,is_female,days_enrolled,gender_enc,category_enc,state_enc,status_enc
BEN5583,Seema Dubey,33,Male,Weaver,No,PROG1032,Suraksha Abhiyan,Women Empowerment,Delhi,Delh District 17,2023-03-19,Completed,Business Started,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),1,0,0,654,1,7,1,1
BEN5584,Rahul Banerjee,69,Female,Fisherman,Yes,PROG1032,Suraksha Abhiyan,Women Empowerment,Delhi,Delh District 17,2023-07-16,Completed,SHG Member,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),1,1,1,535,0,7,1,1
BEN5585,Nisha Gupta,6,Male,Student,Yes,PROG1032,Suraksha Abhiyan,Women Empowerment,Delhi,Delh District 17,2023-07-07,Active,Loan Received,NITI Aayog SDG Index / NGO Darpan Program Reports,Child(0-14),0,1,0,544,1,7,1,0
BEN5586,Anjali Sharma,66,Male,Housewife,No,PROG1032,Suraksha Abhiyan,Women Empowerment,Delhi,Delh District 17,2023-12-15,Completed,SHG Member,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),1,0,0,383,1,7,1,1
BEN5587,Geeta Patel,56,Female,Artisan,No,PROG1032,Suraksha Abhiyan,Women Empowerment,Delhi,Delh District 17,2023-11-15,Completed,SHG Member,NITI Aayog SDG Index / NGO Darpan Program Reports,Middle-Aged(46-60),1,0,1,413,0,7,1,1
BEN5588,Vijay Reddy,47,Male,Small Trader,No,PROG1032,Suraksha Abhiyan,Women Empowerment,Delhi,Delh District 17,2023-07-25,Active,Vocational Training Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Middle-Aged(46-60),0,0,0,526,1,7,1,0
BEN5589,Anjali Pandey,47,Male,Farmer,Yes,PROG1032,Suraksha Abhiyan,Women Empowerment,Delhi,Delh District 17,2023-09-22,Active,SHG Member,NITI Aayog SDG Index / NGO Darpan Program Reports,Middle-Aged(46-60),0,1,0,467,1,7,1,0
BEN5590,Smita Shah,10,Female,Student,Yes,PROG1032,Suraksha Abhiyan,Women Empowerment,Delhi,Delh District 17,2023-03-21,Active,SHG Member,NITI Aayog SDG Index / NGO Darpan Program Reports,Child(0-14),0,1,1,652,0,7,1,0
BEN5591,Deepa Patel,47,Female,Daily Wage Worker,No,PROG1032,Suraksha Abhiyan,Women Empowerment,Delhi,Delh District 17,2023-11-16,Completed,Vocational Training Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Middle-Aged(46-60),1,0,1,412,0,7,1,1
BEN5592,Rohit Agarwal,50,Male,Fisherman,Yes,PROG1032,Suraksha Abhiyan,Women Empowerment,Delhi,Delh District 17,2023-11-14,Active,SHG Member,NITI Aayog SDG Index / NGO Darpan Program Reports,Middle-Aged(46-60),0,1,0,414,1,7,1,0
BEN5593,Ajay Banerjee,69,Male,Daily Wage Worker,Yes,PROG1032,Suraksha Abhiyan,Women Empowerment,Delhi,Delh District 17,2023-08-23,Active,Loan Received,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),0,1,0,497,1,7,1,0
BEN5594,Smita Pillai,13,Female,Student,Yes,PROG1032,Suraksha Abhiyan,Women Empowerment,Delhi,Delh District 17,2023-08-03,Active,Vocational Training Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Child(0-14),0,1,1,517,0,7,1,0
BEN5595,Suresh Kumar,40,Female,Housewife,Yes,PROG1033,Suraksha Abhiyan,Women Empowerment,Odisha,Odis District 8,2023-08-05,Completed,SHG Member,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),1,1,1,515,0,7,8,1
BEN5596,Sunil Patel,65,Female,Domestic Worker,Yes,PROG1033,Suraksha Abhiyan,Women Empowerment,Odisha,Odis District 8,2023-12-21,Active,Vocational Training Done,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),0,1,1,377,0,7,8,0
BEN5597,Rohit Das,47,Female,Artisan,Yes,PROG1033,Suraksha Abhiyan,Women Empowerment,Odisha,Odis District 8,2023-11-21,Completed,Business Started,NITI Aayog SDG Index / NGO Darpan Program Reports,Middle-Aged(46-60),1,1,1,407,0,7,8,1
BEN5598,Kamala Chopra,61,Female,Weaver,Yes,PROG1033,Suraksha Abhiyan,Women Empowerment,Odisha,Odis District 8,2023-03-26,Active,Loan Received,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),0,1,1,647,0,7,8,0
BEN5599,Smita Tiwari,11,Female,Student,Yes,PROG1033,Suraksha Abhiyan,Women Empowerment,Odisha,Odis District 8,2023-05-15,Dropped,Discontinued,NITI Aayog SDG Index / NGO Darpan Program Reports,Child(0-14),0,1,1,597,0,7,8,2
BEN5600,Arjun Iyer,73,Female,Housewife,No,PROG1033,Suraksha Abhiyan,Women Empowerment,Odisha,Odis District 8,2023-12-23,Dropped,Discontinued,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),0,0,1,375,0,7,8,2
BEN5601,Arjun Mishra,19,Female,Artisan,Yes,PROG1033,Suraksha Abhiyan,Women Empowerment,Odisha,Odis District 8,2023-10-05,Active,Loan Received,NITI Aayog SDG Index / NGO Darpan Program Reports,Youth(15-25),0,1,1,454,0,7,8,0
BEN5602,Rahul Pillai,45,Male,Housewife,Yes,PROG1034,Gram Vikas Yojana,Rural Development,Uttar Pradesh,Utta District 11,2020-06-15,Active,Water Connection,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,1,0,1661,1,5,13,0
BEN5603,Kavya Sharma,56,Male,Housewife,Yes,PROG1034,Gram Vikas Yojana,Rural Development,Uttar Pradesh,Utta District 11,2020-08-11,Active,Road Access,NITI Aayog SDG Index / NGO Darpan Program Reports,Middle-Aged(46-60),0,1,0,1604,1,5,13,0
BEN5604,Manoj Banerjee,42,Male,Weaver,Yes,PROG1034,Gram Vikas Yojana,Rural Development,Uttar Pradesh,Utta District 11,2020-11-05,Completed,Employment Generated,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),1,1,0,1518,1,5,13,1
BEN5605,Kavya Naidu,66,Male,Housewife,Yes,PROG1034,Gram Vikas Yojana,Rural Development,Uttar Pradesh,Utta District 11,2020-11-18,Active,Toilet Constructed,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),0,1,0,1505,1,5,13,0
BEN5606,Rohit Shah,50,Female,Farmer,No,PROG1034,Gram Vikas Yojana,Rural Development,Uttar Pradesh,Utta District 11,2020-10-21,Active,Water Connection,NITI Aayog SDG Index / NGO Darpan Program Reports,Middle-Aged(46-60),0,0,1,1533,0,5,13,0
BEN5607,Rekha Joshi,7,Female,Student,No,PROG1034,Gram Vikas Yojana,Rural Development,Uttar Pradesh,Utta District 11,2020-08-22,Completed,Toilet Constructed,NITI Aayog SDG Index / NGO Darpan Program Reports,Child(0-14),1,0,1,1593,0,5,13,1
BEN5608,Lakshmi Joshi,67,Female,Weaver,Yes,PROG1034,Gram Vikas Yojana,Rural Development,Uttar Pradesh,Utta District 11,2020-09-02,Dropped,Discontinued,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),0,1,1,1582,0,5,13,2
BEN5609,Pooja Iyer,59,Female,Artisan,No,PROG1034,Gram Vikas Yojana,Rural Development,Uttar Pradesh,Utta District 11,2020-01-10,Active,Road Access,NITI Aayog SDG Index / NGO Darpan Program Reports,Middle-Aged(46-60),0,0,1,1818,0,5,13,0
BEN5610,Savita Gupta,32,Male,Domestic Worker,Yes,PROG1034,Gram Vikas Yojana,Rural Development,Uttar Pradesh,Utta District 11,2020-12-14,Completed,Road Access,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),1,1,0,1479,1,5,13,1
BEN5611,Seema Naidu,58,Female,Weaver,Yes,PROG1034,Gram Vikas Yojana,Rural Development,Uttar Pradesh,Utta District 11,2020-10-03,Active,Road Access,NITI Aayog SDG Index / NGO Darpan Program Reports,Middle-Aged(46-60),0,1,1,1551,0,5,13,0
BEN5612,Kamala Agarwal,13,Male,Student,Yes,PROG1034,Gram Vikas Yojana,Rural Development,Uttar Pradesh,Utta District 11,2020-10-25,Active,Toilet Constructed,NITI Aayog SDG Index / NGO Darpan Program Reports,Child(0-14),0,1,0,1529,1,5,13,0
BEN5613,Rekha Nair,27,Male,Weaver,Yes,PROG1034,Gram Vikas Yojana,Rural Development,Uttar Pradesh,Utta District 11,2020-03-07,Active,Employment Generated,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,1,0,1761,1,5,13,0
BEN5614,Sita Verma,43,Male,Small Trader,Yes,PROG1034,Gram Vikas Yojana,Rural Development,Uttar Pradesh,Utta District 11,2020-08-18,Completed,Water Connection,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),1,1,0,1597,1,5,13,1
BEN5615,Amit Patel,38,Female,Domestic Worker,Yes,PROG1034,Gram Vikas Yojana,Rural Development,Uttar Pradesh,Utta District 11,2020-02-21,Completed,Road Access,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),1,1,1,1776,0,5,13,1
BEN5616,Sita Iyer,36,Female,Small Trader,Yes,PROG1034,Gram Vikas Yojana,Rural Development,Uttar Pradesh,Utta District 11,2020-08-03,Active,Road Access,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,1,1,1612,0,5,13,0
BEN5617,Rajesh Nair,38,Male,Domestic Worker,No,PROG1034,Gram Vikas Yojana,Rural Development,Uttar Pradesh,Utta District 11,2020-12-27,Active,Toilet Constructed,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,0,0,1466,1,5,13,0
BEN5618,Arjun Dubey,12,Female,Student,Yes,PROG1034,Gram Vikas Yojana,Rural Development,Uttar Pradesh,Utta District 11,2020-08-23,Active,Water Connection,NITI Aayog SDG Index / NGO Darpan Program Reports,Child(0-14),0,1,1,1592,0,5,13,0
BEN5619,Smita Nair,50,Female,Small Trader,Yes,PROG1034,Gram Vikas Yojana,Rural Development,Uttar Pradesh,Utta District 11,2020-09-21,Dropped,Discontinued,NITI Aayog SDG Index / NGO Darpan Program Reports,Middle-Aged(46-60),0,1,1,1563,0,5,13,2
BEN5620,Meena Singh,26,Male,Artisan,Yes,PROG1034,Gram Vikas Yojana,Rural Development,Uttar Pradesh,Utta District 11,2020-11-26,Active,Road Access,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,1,0,1497,1,5,13,0
BEN5621,Pushpa Mehta,23,Female,Fisherman,Yes,PROG1034,Gram Vikas Yojana,Rural Development,Uttar Pradesh,Utta District 11,2020-05-12,Completed,Employment Generated,NITI Aayog SDG Index / NGO Darpan Program Reports,Youth(15-25),1,1,1,1695,0,5,13,1
BEN5622,Arjun Singh,32,Female,Student,Yes,PROG1034,Gram Vikas Yojana,Rural Development,Uttar Pradesh,Utta District 11,2020-04-26,Completed,Toilet Constructed,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),1,1,1,1711,0,5,13,1
BEN5623,Vijay Singh,21,Male,Domestic Worker,No,PROG1034,Gram Vikas Yojana,Rural Development,Uttar Pradesh,Utta District 11,2020-06-10,Completed,Water Connection,NITI Aayog SDG Index / NGO Darpan Program Reports,Youth(15-25),1,0,0,1666,1,5,13,1
BEN5624,Kamala Agarwal,27,Male,Farmer,No,PROG1035,Gram Vikas Yojana,Rural Development,Maharashtra,Maha District 20,2021-12-27,Active,Water Connection,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,0,0,1101,1,5,7,0
BEN5625,Pooja Iyer,34,Female,Student,Yes,PROG1035,Gram Vikas Yojana,Rural Development,Maharashtra,Maha District 20,2021-03-03,Active,Toilet Constructed,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,1,1,1400,0,5,7,0
BEN5626,Mohan Nair,10,Female,Student,Yes,PROG1035,Gram Vikas Yojana,Rural Development,Maharashtra,Maha District 20,2021-01-26,Completed,Toilet Constructed,NITI Aayog SDG Index / NGO Darpan Program Reports,Child(0-14),1,1,1,1436,0,5,7,1
BEN5627,Anil Verma,13,Female,Student,No,PROG1035,Gram Vikas Yojana,Rural Development,Maharashtra,Maha District 20,2021-01-25,Active,Toilet Constructed,NITI Aayog SDG Index / NGO Darpan Program Reports,Child(0-14),0,0,1,1437,0,5,7,0
BEN5628,Deepa Dubey,30,Female,Artisan,No,PROG1035,Gram Vikas Yojana,Rural Development,Maharashtra,Maha District 20,2021-01-03,Active,Road Access,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,0,1,1459,0,5,7,0
BEN5629,Vikas Mehta,25,Male,Weaver,No,PROG1035,Gram Vikas Yojana,Rural Development,Maharashtra,Maha District 20,2021-04-17,Active,Toilet Constructed,NITI Aayog SDG Index / NGO Darpan Program Reports,Youth(15-25),0,0,0,1355,1,5,7,0
BEN5630,Amit Das,32,Male,Small Trader,No,PROG1035,Gram Vikas Yojana,Rural Development,Maharashtra,Maha District 20,2021-03-25,Active,Toilet Constructed,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,0,0,1378,1,5,7,0
BEN5631,Dinesh Iyer,65,Female,Weaver,Yes,PROG1035,Gram Vikas Yojana,Rural Development,Maharashtra,Maha District 20,2021-03-15,Completed,Toilet Constructed,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),1,1,1,1388,0,5,7,1
BEN5632,Vikas Reddy,59,Female,Student,Yes,PROG1035,Gram Vikas Yojana,Rural Development,Maharashtra,Maha District 20,2021-07-04,Completed,Road Access,NITI Aayog SDG Index / NGO Darpan Program Reports,Middle-Aged(46-60),1,1,1,1277,0,5,7,1
BEN5633,Kavya Das,22,Female,Artisan,Yes,PROG1035,Gram Vikas Yojana,Rural Development,Maharashtra,Maha District 20,2021-12-10,Active,Toilet Constructed,NITI Aayog SDG Index / NGO Darpan Program Reports,Youth(15-25),0,1,1,1118,0,5,7,0
BEN5634,Sita Singh,54,Female,Weaver,Yes,PROG1035,Gram Vikas Yojana,Rural Development,Maharashtra,Maha District 20,2021-12-10,Completed,Employment Generated,NITI Aayog SDG Index / NGO Darpan Program Reports,Middle-Aged(46-60),1,1,1,1118,0,5,7,1
BEN5635,Prakash Tiwari,59,Female,Daily Wage Worker,No,PROG1035,Gram Vikas Yojana,Rural Development,Maharashtra,Maha District 20,2021-08-22,Active,Toilet Constructed,NITI Aayog SDG Index / NGO Darpan Program Reports,Middle-Aged(46-60),0,0,1,1228,0,5,7,0
BEN5636,Sita Pillai,18,Female,Fisherman,Yes,PROG1035,Gram Vikas Yojana,Rural Development,Maharashtra,Maha District 20,2021-11-22,Active,Water Connection,NITI Aayog SDG Index / NGO Darpan Program Reports,Youth(15-25),0,1,1,1136,0,5,7,0
BEN5637,Pushpa Singh,26,Female,Student,Yes,PROG1035,Gram Vikas Yojana,Rural Development,Maharashtra,Maha District 20,2021-06-07,Active,Employment Generated,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,1,1,1304,0,5,7,0
BEN5638,Seema Naidu,68,Female,Weaver,Yes,PROG1035,Gram Vikas Yojana,Rural Development,Maharashtra,Maha District 20,2021-10-09,Completed,Employment Generated,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),1,1,1,1180,0,5,7,1
BEN5639,Arvind Reddy,67,Female,Housewife,Yes,PROG1035,Gram Vikas Yojana,Rural Development,Maharashtra,Maha District 20,2021-08-04,Active,Employment Generated,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),0,1,1,1246,0,5,7,0
BEN5640,Ravi Sharma,17,Male,Student,Yes,PROG1035,Gram Vikas Yojana,Rural Development,Maharashtra,Maha District 20,2021-02-16,Completed,Water Connection,NITI Aayog SDG Index / NGO Darpan Program Reports,Youth(15-25),1,1,0,1415,1,5,7,1
BEN5641,Kiran Patel,43,Male,Daily Wage Worker,No,PROG1035,Gram Vikas Yojana,Rural Development,Maharashtra,Maha District 20,2021-02-22,Completed,Employment Generated,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),1,0,0,1409,1,5,7,1
BEN5642,Sanjay Tiwari,68,Female,Small Trader,No,PROG1035,Gram Vikas Yojana,Rural Development,Maharashtra,Maha District 20,2021-09-11,Completed,Toilet Constructed,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),1,0,1,1208,0,5,7,1
BEN5643,Rahul Nair,20,Female,Artisan,Yes,PROG1035,Gram Vikas Yojana,Rural Development,Maharashtra,Maha District 20,2021-07-15,Active,Toilet Constructed,NITI Aayog SDG Index / NGO Darpan Program Reports,Youth(15-25),0,1,1,1266,0,5,7,0
BEN5644,Usha Iyer,26,Female,Housewife,Yes,PROG1035,Gram Vikas Yojana,Rural Development,Maharashtra,Maha District 20,2021-05-23,Active,Toilet Constructed,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,1,1,1319,0,5,7,0
BEN5645,Sita Pillai,75,Male,Weaver,Yes,PROG1035,Gram Vikas Yojana,Rural Development,Maharashtra,Maha District 20,2021-08-16,Active,Water Connection,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),0,1,0,1234,1,5,7,0
BEN5646,Lakshmi Yadav,68,Male,Unemployed,Yes,PROG1035,Gram Vikas Yojana,Rural Development,Maharashtra,Maha District 20,2021-10-22,Active,Road Access,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),0,1,0,1167,1,5,7,0
BEN5647,Priya Dubey,10,Female,Student,No,PROG1035,Gram Vikas Yojana,Rural Development,Maharashtra,Maha District 20,2021-06-12,Completed,Toilet Constructed,NITI Aayog SDG Index / NGO Darpan Program Reports,Child(0-14),1,0,1,1299,0,5,7,1
BEN5648,Asha Reddy,17,Female,Student,Yes,PROG1036,Gram Vikas Yojana,Rural Development,Karnataka,Karn District 13,2021-06-14,Active,Water Connection,NITI Aayog SDG Index / NGO Darpan Program Reports,Youth(15-25),0,1,1,1297,0,5,5,0
BEN5649,Usha Dubey,15,Male,Student,Yes,PROG1036,Gram Vikas Yojana,Rural Development,Karnataka,Karn District 13,2021-02-28,Active,Road Access,NITI Aayog SDG Index / NGO Darpan Program Reports,Youth(15-25),0,1,0,1403,1,5,5,0
BEN5650,Sunil Agarwal,9,Female,Student,Yes,PROG1036,Gram Vikas Yojana,Rural Development,Karnataka,Karn District 13,2021-07-19,Active,Employment Generated,NITI Aayog SDG Index / NGO Darpan Program Reports,Child(0-14),0,1,1,1262,0,5,5,0
BEN5651,Mohan Dubey,7,Other,Student,No,PROG1036,Gram Vikas Yojana,Rural Development,Karnataka,Karn District 13,2021-07-19,Active,Toilet Constructed,NITI Aayog SDG Index / NGO Darpan Program Reports,Child(0-14),0,0,0,1262,2,5,5,0
BEN5652,Suresh Iyer,31,Female,Fisherman,Yes,PROG1036,Gram Vikas Yojana,Rural Development,Karnataka,Karn District 13,2021-11-11,Active,Road Access,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,1,1,1147,0,5,5,0
BEN5653,Seema Joshi,68,Male,Daily Wage Worker,Yes,PROG1036,Gram Vikas Yojana,Rural Development,Karnataka,Karn District 13,2021-09-07,Active,Toilet Constructed,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),0,1,0,1212,1,5,5,0
BEN5654,Rajesh Reddy,33,Male,Daily Wage Worker,Yes,PROG1036,Gram Vikas Yojana,Rural Development,Karnataka,Karn District 13,2021-12-28,Active,Road Access,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,1,0,1100,1,5,5,0
BEN5655,Rajesh Das,65,Female,Artisan,Yes,PROG1036,Gram Vikas Yojana,Rural Development,Karnataka,Karn District 13,2021-02-21,Completed,Road Access,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),1,1,1,1410,0,5,5,1
BEN5656,Sunil Agarwal,30,Female,Small Trader,No,PROG1036,Gram Vikas Yojana,Rural Development,Karnataka,Karn District 13,2021-10-17,Active,Water Connection,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,0,1,1172,0,5,5,0
BEN5657,Kamala Kumar,68,Female,Domestic Worker,No,PROG1036,Gram Vikas Yojana,Rural Development,Karnataka,Karn District 13,2021-05-21,Active,Employment Generated,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),0,0,1,1321,0,5,5,0
BEN5658,Sunita Das,30,Female,Housewife,No,PROG1036,Gram Vikas Yojana,Rural Development,Karnataka,Karn District 13,2021-04-05,Completed,Road Access,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),1,0,1,1367,0,5,5,1
BEN5659,Prakash Agarwal,13,Male,Student,Yes,PROG1036,Gram Vikas Yojana,Rural Development,Karnataka,Karn District 13,2021-07-09,Completed,Water Connection,NITI Aayog SDG Index / NGO Darpan Program Reports,Child(0-14),1,1,0,1272,1,5,5,1
BEN5660,Arvind Mishra,56,Female,Housewife,Yes,PROG1036,Gram Vikas Yojana,Rural Development,Karnataka,Karn District 13,2021-04-01,Active,Road Access,NITI Aayog SDG Index / NGO Darpan Program Reports,Middle-Aged(46-60),0,1,1,1371,0,5,5,0
BEN5661,Savita Nair,59,Male,Farmer,Yes,PROG1036,Gram Vikas Yojana,Rural Development,Karnataka,Karn District 13,2021-04-06,Active,Toilet Constructed,NITI Aayog SDG Index / NGO Darpan Program Reports,Middle-Aged(46-60),0,1,0,1366,1,5,5,0
BEN5662,Rekha Pillai,75,Female,Farmer,No,PROG1036,Gram Vikas Yojana,Rural Development,Karnataka,Karn District 13,2021-12-16,Completed,Toilet Constructed,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),1,0,1,1112,0,5,5,1
BEN5663,Anjali Agarwal,43,Male,Unemployed,Yes,PROG1036,Gram Vikas Yojana,Rural Development,Karnataka,Karn District 13,2021-06-22,Completed,Toilet Constructed,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),1,1,0,1289,1,5,5,1
BEN5664,Ravi Mishra,19,Male,Fisherman,Yes,PROG1036,Gram Vikas Yojana,Rural Development,Karnataka,Karn District 13,2021-02-17,Completed,Road Access,NITI Aayog SDG Index / NGO Darpan Program Reports,Youth(15-25),1,1,0,1414,1,5,5,1
BEN5665,Anjali Mishra,20,Male,Artisan,No,PROG1036,Gram Vikas Yojana,Rural Development,Karnataka,Karn District 13,2021-06-27,Active,Employment Generated,NITI Aayog SDG Index / NGO Darpan Program Reports,Youth(15-25),0,0,0,1284,1,5,5,0
BEN5666,Nisha Nair,32,Female,Housewife,No,PROG1036,Gram Vikas Yojana,Rural Development,Karnataka,Karn District 13,2021-04-09,Active,Road Access,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,0,1,1363,0,5,5,0
BEN5667,Sunita Banerjee,73,Female,Daily Wage Worker,No,PROG1036,Gram Vikas Yojana,Rural Development,Karnataka,Karn District 13,2021-06-18,Active,Water Connection,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),0,0,1,1293,0,5,5,0
BEN5668,Pooja Mehta,65,Male,Small Trader,Yes,PROG1036,Gram Vikas Yojana,Rural Development,Karnataka,Karn District 13,2021-01-21,Dropped,Discontinued,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),0,1,0,1441,1,5,5,2
BEN5669,Sunita Iyer,35,Female,Unemployed,Yes,PROG1036,Gram Vikas Yojana,Rural Development,Karnataka,Karn District 13,2021-05-21,Dropped,Discontinued,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,1,1,1321,0,5,5,2
BEN5670,Kavya Chopra,35,Male,Unemployed,No,PROG1036,Gram Vikas Yojana,Rural Development,Karnataka,Karn District 13,2021-01-13,Dropped,Discontinued,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,0,0,1449,1,5,5,2
BEN5671,Usha Gupta,35,Female,Housewife,No,PROG1036,Gram Vikas Yojana,Rural Development,Karnataka,Karn District 13,2021-08-21,Active,Employment Generated,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,0,1,1229,0,5,5,0
BEN5672,Rekha Gupta,67,Female,Unemployed,No,PROG1036,Gram Vikas Yojana,Rural Development,Karnataka,Karn District 13,2021-06-23,Active,Toilet Constructed,NITI Aayog SDG Index / NGO Darpan Program Reports,Senior(60+),0,0,1,1288,0,5,5,0
BEN5673,Anil Das,13,Female,Student,Yes,PROG1037,Jal Jeevan Support,Rural Development,Telangana,Tela District 3,2019-10-24,Completed,Road Access,NITI Aayog SDG Index / NGO Darpan Program Reports,Child(0-14),1,1,1,1896,0,5,12,1
BEN5674,Priya Verma,28,Male,Housewife,Yes,PROG1037,Jal Jeevan Support,Rural Development,Telangana,Tela District 3,2019-01-13,Active,Road Access,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,1,0,2180,1,5,12,0
BEN5675,Anjali Singh,25,Female,Housewife,Yes,PROG1037,Jal Jeevan Support,Rural Development,Telangana,Tela District 3,2019-10-22,Active,Road Access,NITI Aayog SDG Index / NGO Darpan Program Reports,Youth(15-25),0,1,1,1898,0,5,12,0
BEN5676,Ravi Yadav,27,Male,Artisan,Yes,PROG1037,Jal Jeevan Support,Rural Development,Telangana,Tela District 3,2019-05-07,Active,Road Access,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,1,0,2066,1,5,12,0
BEN5677,Ramesh Dubey,33,Female,Farmer,No,PROG1037,Jal Jeevan Support,Rural Development,Telangana,Tela District 3,2019-09-21,Completed,Water Connection,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),1,0,1,1929,0,5,12,1
BEN5678,Geeta Joshi,38,Male,Housewife,Yes,PROG1037,Jal Jeevan Support,Rural Development,Telangana,Tela District 3,2019-01-13,Completed,Road Access,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),1,1,0,2180,1,5,12,1
BEN5679,Smita Kumar,20,Female,Fisherman,Yes,PROG1037,Jal Jeevan Support,Rural Development,Telangana,Tela District 3,2019-07-25,Dropped,Discontinued,NITI Aayog SDG Index / NGO Darpan Program Reports,Youth(15-25),0,1,1,1987,0,5,12,2
BEN5680,Sita Singh,33,Male,Student,Yes,PROG1037,Jal Jeevan Support,Rural Development,Telangana,Tela District 3,2019-05-10,Completed,Employment Generated,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),1,1,0,2063,1,5,12,1
BEN5681,Deepa Pandey,32,Other,Small Trader,Yes,PROG1037,Jal Jeevan Support,Rural Development,Telangana,Tela District 3,2019-12-22,Active,Water Connection,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,1,0,1837,2,5,12,0
BEN5682,Pooja Sharma,42,Male,Student,Yes,PROG1037,Jal Jeevan Support,Rural Development,Telangana,Tela District 3,2019-10-15,Dropped,Discontinued,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,1,0,1905,1,5,12,2
BEN5683,Geeta Gupta,6,Female,Student,No,PROG1037,Jal Jeevan Support,Rural Development,Telangana,Tela District 3,2019-06-23,Active,Water Connection,NITI Aayog SDG Index / NGO Darpan Program Reports,Child(0-14),0,0,1,2019,0,5,12,0
BEN5684,Seema Naidu,37,Female,Fisherman,Yes,PROG1037,Jal Jeevan Support,Rural Development,Telangana,Tela District 3,2019-01-02,Active,Water Connection,NITI Aayog SDG Index / NGO Darpan Program Reports,Adult(26-45),0,1,1,2191,0,5,12,0
BEN5685,Vikas Pandey,10,Female,Student,No,PROG1037,Jal Jeevan Support,Rural Development,Telangana,Tela District 3,2019-09-20,Active,Employment Generated,NITI Aayog SDG Index / NGO Darpan Program Reports,Child(0-14),0,0,1,1930,0,5,12,0
